Timestamp,Barometer,Dewpoint,Thermometer
2020-01-09 04:00:00,30.4075536,53.12500,59.61071
2020-01-09 05:00:00,30.4096964,56.62500,64.35714
2020-01-09 06:00:00,30.4216250,57.42857,64.68393
2020-01-09 07:00:00,30.4257818,58.00000,65.22182
2020-01-09 08:00:00,30.4405179,59.14286,67.53750
2020-01-09 09:00:00,30.4596786,59.35714,69.43214
2020-01-09 10:00:00,30.4678364,59.78182,71.40727
2020-01-09 11:00:00,30.4589273,60.09091,72.53636
2020-01-09 12:00:00,30.4385179,60.66071,72.99821
2020-01-09 13:00:00,30.4185714,61.05357,74.10714
2020-01-09 14:00:00,30.4076429,61.26786,73.52500
2020-01-09 15:00:00,30.4065893,61.42857,73.20714
2020-01-09 16:00:00,30.4083393,61.26786,72.03750
2020-01-09 17:00:00,30.4101429,60.91071,70.65893
2020-01-09 18:00:00,30.4124464,60.12500,69.76071
2020-01-09 19:00:00,30.4173571,61.17857,69.55000
2020-01-09 20:00:00,30.4203571,61.17857,69.49107
2020-01-09 21:00:00,30.4155273,61.34545,69.79818
2020-01-09 22:00:00,30.4144186,61.67442,70.00233
2020-01-09 23:00:00,30.3982545,61.38182,70.31455
2020-01-10 00:00:00,30.3803273,61.94545,70.24909
2020-01-10 01:00:00,30.3756071,62.64286,70.09286
2020-01-10 02:00:00,30.3695000,62.83929,69.93393
2020-01-10 03:00:00,30.3569464,62.12500,70.55000
2020-01-10 04:00:00,30.3416429,63.08929,69.93036
2020-01-10 05:00:00,30.3462222,63.00000,70.38148
2020-01-10 06:00:00,30.3566250,63.80357,69.67321
2020-01-10 07:00:00,30.3527455,64.05455,68.55273
2020-01-10 08:00:00,30.3642143,64.57143,71.72321
2020-01-10 09:00:00,30.3777500,65.98214,74.02500
2020-01-10 10:00:00,30.3842143,66.26786,75.84464
2020-01-10 11:00:00,30.3647818,66.23636,77.30000
2020-01-10 12:00:00,30.3340357,66.41071,77.73929
2020-01-10 13:00:00,30.3105926,67.20370,77.59444
2020-01-10 14:00:00,30.2961071,67.71429,76.50714
2020-01-10 15:00:00,30.3020893,68.46429,75.53929
2020-01-10 16:00:00,30.3108727,67.89091,71.57636
2020-01-10 17:00:00,30.3118036,66.50000,71.81607
2020-01-10 18:00:00,30.3165536,67.00000,71.46071
2020-01-10 19:00:00,30.3228036,68.07143,71.12679
2020-01-10 20:00:00,30.3252909,68.43636,70.90364
2020-01-10 21:00:00,30.3203036,68.00000,70.75357
2020-01-10 22:00:00,30.3173455,68.05455,70.27455
2020-01-10 23:00:00,30.3136786,67.71429,69.22500
2020-01-11 00:00:00,30.3010727,68.00000,69.23636
2020-01-11 01:00:00,30.2841273,68.00000,68.88182
2020-01-11 02:00:00,30.2583818,68.00000,68.93091
2020-01-11 03:00:00,30.2428571,68.91071,69.95893
2020-01-11 04:00:00,30.2267857,69.78571,71.10893
2020-01-11 05:00:00,30.2266250,69.98214,71.49643
2020-01-11 06:00:00,30.2306182,69.74545,71.84727
2020-01-11 07:00:00,30.2238214,70.00000,72.61786
2020-01-11 08:00:00,30.2356786,70.94643,73.88036
2020-01-11 09:00:00,30.2378036,72.01786,75.99286
2020-01-11 10:00:00,30.2359630,72.00000,78.29444
2020-01-11 11:00:00,30.2162745,71.92157,78.90588
2020-01-11 12:00:00,30.1978036,72.12500,78.14107
2020-01-11 13:00:00,30.1721091,72.05455,79.38727
2020-01-11 14:00:00,30.1496727,72.47273,80.01455
2020-01-11 15:00:00,30.1478750,72.87500,80.14643
2020-01-11 16:00:00,30.1621091,72.70909,79.18364
2020-01-11 17:00:00,30.1705273,72.10909,77.83636
2020-01-11 18:00:00,30.1755179,71.87500,76.65000
2020-01-11 19:00:00,30.1920370,71.00000,75.73519
2020-01-11 20:00:00,30.2098036,71.00000,74.89821
2020-01-11 21:00:00,30.2308393,70.07143,74.01071
2020-01-11 22:00:00,30.2556071,69.92857,72.88571
2020-01-11 23:00:00,30.2597679,69.00000,71.98214
2020-01-12 00:00:00,30.2521636,69.14545,71.58182
2020-01-12 01:00:00,30.2373929,69.35714,71.13214
2020-01-12 02:00:00,30.2214643,70.21429,71.75893
2020-01-12 03:00:00,30.2162364,71.00000,72.20000
2020-01-12 04:00:00,30.2288000,70.43636,71.64182
2020-01-12 05:00:00,30.2398393,70.00000,71.23393
2020-01-12 06:00:00,30.2467500,70.42857,71.28036
2020-01-12 07:00:00,30.2665273,71.07273,71.83273
2020-01-12 08:00:00,30.2796364,72.49091,73.37091
2020-01-12 09:00:00,30.3017143,73.60714,75.15893
2020-01-12 10:00:00,30.3182727,74.01818,78.10182
2020-01-12 11:00:00,30.3023148,73.88889,80.12963
2020-01-12 12:00:00,30.2761818,73.76364,77.71091
2020-01-12 13:00:00,30.2454464,75.16071,80.29286
2020-01-12 14:00:00,30.2313750,74.73214,80.96071
2020-01-12 15:00:00,30.2271091,74.67273,79.94545
2020-01-12 16:00:00,30.2384630,74.20370,79.23148
2020-01-12 17:00:00,30.2546545,73.49091,77.23273
2020-01-12 18:00:00,30.2692000,73.00000,75.68727
2020-01-12 19:00:00,30.2809444,72.42593,74.82037
2020-01-12 20:00:00,30.2868364,71.92727,73.94727
2020-01-12 21:00:00,30.2971273,71.07273,73.03818
2020-01-12 22:00:00,30.3077636,71.00000,72.49818
2020-01-12 23:00:00,30.3062182,70.54545,71.73273
2020-01-13 00:00:00,30.3025000,70.80357,71.81964
2020-01-13 01:00:00,30.3109455,71.00000,72.23455
2020-01-13 02:00:00,30.3018750,70.98214,71.95714
2020-01-13 03:00:00,30.2896964,70.76786,71.80000
2020-01-13 04:00:00,30.2863929,70.01786,71.39107
2020-01-13 05:00:00,30.2952857,70.00000,71.09107
2020-01-13 06:00:00,30.3123818,70.00000,71.02545
2020-01-13 07:00:00,30.3365714,70.00000,70.92321
2020-01-13 08:00:00,30.3569286,70.30357,71.67143
2020-01-13 09:00:00,30.3725000,70.67857,74.19464
2020-01-13 10:00:00,30.3795273,70.14545,76.38909
2020-01-13 11:00:00,30.3625273,70.00000,78.92727
2020-01-13 12:00:00,30.3342500,69.37500,79.61250
2020-01-13 13:00:00,30.2998214,68.83929,79.38214
2020-01-13 14:00:00,30.2856250,67.30357,79.74821
2020-01-13 15:00:00,30.2797037,66.37037,78.97963
2020-01-13 16:00:00,30.2843091,66.90909,77.65818
2020-01-13 17:00:00,30.2912037,67.00000,75.40556
2020-01-13 18:00:00,30.3087500,67.01786,73.29821
2020-01-13 19:00:00,30.3210000,67.78571,72.16607
2020-01-13 20:00:00,30.3255636,67.96364,71.03273
2020-01-13 21:00:00,30.3329412,68.01961,70.63333
2020-01-13 22:00:00,30.3360179,68.08929,70.07857
2020-01-13 23:00:00,30.3241071,68.00000,69.63750
2020-01-14 00:00:00,30.3101818,68.01818,69.22909
2020-01-14 01:00:00,30.2989821,67.87500,68.59464
2020-01-14 02:00:00,30.2883929,67.00000,67.70000
2020-01-14 03:00:00,30.2759286,65.51786,66.33036
2020-01-14 04:00:00,30.2673750,65.62500,66.30893
2020-01-14 05:00:00,30.2779107,65.28571,65.86429
2020-01-14 06:00:00,30.2816667,64.87037,65.44259
2020-01-14 07:00:00,30.2787818,64.16364,64.68545
2020-01-14 08:00:00,30.2779636,65.60000,66.13818
2020-01-14 09:00:00,30.2850000,71.78571,72.72857
2020-01-14 10:00:00,30.2900893,72.80357,77.14286
2020-01-14 11:00:00,30.2710182,72.69091,79.23636
2020-01-14 12:00:00,30.2414821,72.23214,80.00000
2020-01-14 13:00:00,30.2202321,72.57143,77.18036
2020-01-14 14:00:00,30.2037778,72.57407,77.81111
2020-01-14 15:00:00,30.1929091,72.74545,79.42909
2020-01-14 16:00:00,30.2009107,72.58929,78.34821
2020-01-14 17:00:00,30.2016296,72.05556,76.19444
2020-01-14 18:00:00,30.2118036,71.73214,74.63214
2020-01-14 19:00:00,30.2196000,70.98182,73.23455
2020-01-14 20:00:00,30.2280364,70.61818,72.19818
2020-01-14 21:00:00,30.2352143,70.42857,71.74643
2020-01-14 22:00:00,30.2346909,69.87273,70.85636
2020-01-14 23:00:00,30.2259259,69.00000,70.20556
2020-01-15 00:00:00,30.2130727,68.80000,69.40909
2020-01-15 01:00:00,30.2056964,68.05357,68.76607
2020-01-15 02:00:00,30.2081111,67.70370,68.22778
2020-01-15 03:00:00,30.2092909,67.76364,68.22727
2020-01-15 04:00:00,30.2000893,67.76786,68.30714
2020-01-15 05:00:00,30.1946429,67.85714,68.33036
2020-01-15 06:00:00,30.2020714,67.76786,68.27500
2020-01-15 07:00:00,30.2153750,67.17857,68.06964
2020-01-15 08:00:00,30.2090536,68.08929,69.01607
2020-01-15 09:00:00,30.2160182,69.60000,72.44182
2020-01-15 10:00:00,30.2202000,70.49091,75.34182
2020-01-15 11:00:00,30.2055714,71.07143,79.14107
2020-01-15 12:00:00,30.1845385,70.67308,82.08846
2020-01-15 13:00:00,30.1674107,71.35714,79.38036
2020-01-15 14:00:00,30.1603036,70.66071,77.43214
2020-01-15 15:00:00,30.1613571,70.17857,77.27143
2020-01-15 16:00:00,30.1672000,70.34545,76.61273
2020-01-15 17:00:00,30.1805000,70.29630,75.13889
2020-01-15 18:00:00,30.2001964,69.66071,74.07321
2020-01-15 19:00:00,30.2135000,69.58929,73.25893
2020-01-15 20:00:00,30.2201818,68.89091,72.29273
2020-01-15 21:00:00,30.2287037,68.64815,71.66667
2020-01-15 22:00:00,30.2333750,68.00000,70.68929
2020-01-15 23:00:00,30.2296250,67.78571,70.18750
2020-01-16 00:00:00,30.2214286,67.19643,69.96071
2020-01-16 01:00:00,30.2149643,66.92857,69.07679
2020-01-16 02:00:00,30.2111786,66.37500,68.25179
2020-01-16 03:00:00,30.2022500,65.91071,67.28036
2020-01-16 04:00:00,30.2013393,65.08929,66.51964
2020-01-16 05:00:00,30.2134643,65.00000,66.02143
2020-01-16 06:00:00,30.2272321,65.00000,66.12679
2020-01-16 07:00:00,30.2437143,65.07143,66.06429
2020-01-16 08:00:00,30.2584727,66.09091,66.85818
2020-01-16 09:00:00,30.2722321,68.51786,70.55357
2020-01-16 10:00:00,30.2764821,69.03571,74.39107
2020-01-16 11:00:00,30.2636909,68.70909,77.98909
2020-01-16 12:00:00,30.2346545,68.61818,79.78727
2020-01-16 13:00:00,30.2058545,68.43636,80.94000
2020-01-16 14:00:00,30.1887818,68.32727,81.09636
2020-01-16 15:00:00,30.1858727,68.20000,81.04182
2020-01-16 16:00:00,30.1921273,68.05455,80.59636
2020-01-16 17:00:00,30.2131429,68.46429,78.48750
2020-01-16 18:00:00,30.2236071,68.00000,76.57679
2020-01-16 19:00:00,30.2374364,68.00000,75.28727
2020-01-16 20:00:00,30.2530185,67.59259,73.69815
2020-01-16 21:00:00,30.2599818,67.00000,72.17636
2020-01-16 22:00:00,30.2687091,67.03636,71.98182
2020-01-16 23:00:00,30.2738393,67.14286,72.57500
2020-01-17 00:00:00,30.2728545,67.32727,72.01091
2020-01-17 01:00:00,30.2659464,65.80357,71.14464
2020-01-17 02:00:00,30.2605893,64.92857,71.13393
2020-01-17 03:00:00,30.2678545,65.00000,70.67455
2020-01-17 04:00:00,30.2706429,63.66071,70.16607
2020-01-17 05:00:00,30.2912500,60.82143,70.77143
2020-01-17 06:00:00,30.3190000,59.67857,70.64821
2020-01-17 07:00:00,30.3389636,59.94545,70.31273
2020-01-17 08:00:00,30.3604286,60.19643,70.57500
2020-01-17 09:00:00,30.3809821,60.46429,71.46250
2020-01-17 10:00:00,30.4015714,60.21429,71.91071
2020-01-17 11:00:00,30.4054464,60.03571,71.83036
2020-01-17 12:00:00,30.3919091,59.94545,71.50182
2020-01-17 13:00:00,30.3790000,60.00000,71.18929
2020-01-17 14:00:00,30.3721818,60.10909,70.43091
2020-01-17 15:00:00,30.3741964,60.00000,69.61250
2020-01-17 16:00:00,30.3786111,59.66667,69.24074
2020-01-17 17:00:00,30.3857857,59.32143,69.03929
2020-01-17 18:00:00,30.3942857,59.62500,69.13929
2020-01-17 19:00:00,30.3983148,61.79630,68.83704
2020-01-17 20:00:00,30.4078214,60.28571,68.59107
2020-01-17 21:00:00,30.4100000,59.58929,68.10357
2020-01-17 22:00:00,30.4111429,58.58929,67.82321
2020-01-17 23:00:00,30.4014643,58.07143,67.64464
2020-01-18 00:00:00,30.3846786,56.64286,67.36429
2020-01-18 01:00:00,30.3770714,56.12500,67.16071
2020-01-18 02:00:00,30.3635091,56.10909,66.98364
2020-01-18 03:00:00,30.3485893,56.60714,67.16964
2020-01-18 04:00:00,30.3372679,55.92857,66.86250
2020-01-18 05:00:00,30.3314107,57.91071,67.43393
2020-01-18 06:00:00,30.3381607,56.98214,67.36071
2020-01-18 07:00:00,30.3479815,58.79630,67.60185
2020-01-18 08:00:00,30.3469107,58.87500,69.64464
2020-01-18 09:00:00,30.3483393,59.03571,71.57679
2020-01-18 10:00:00,30.3518036,60.41071,73.08393
2020-01-18 11:00:00,30.3352364,61.36364,73.75273
2020-01-18 12:00:00,30.3098909,62.00000,73.83818
2020-01-18 13:00:00,30.2784821,62.39286,73.74643
2020-01-18 14:00:00,30.2567818,62.40000,73.86727
2020-01-18 15:00:00,30.2363636,62.25455,74.37636
2020-01-18 16:00:00,30.2321636,62.09091,73.44182
2020-01-18 17:00:00,30.2290179,62.00000,72.10893
2020-01-18 18:00:00,30.2262000,61.89091,70.16545
2020-01-18 19:00:00,30.2219636,62.00000,68.71636
2020-01-18 20:00:00,30.2082143,61.55357,68.47321
2020-01-18 21:00:00,30.2110179,60.98214,67.66071
2020-01-18 22:00:00,30.2055357,61.00000,66.32679
2020-01-18 23:00:00,30.1921818,61.00000,65.88727
2020-01-19 00:00:00,30.1766727,61.00000,65.34182
2020-01-19 01:00:00,30.1598929,60.96429,64.61964
2020-01-19 02:00:00,30.1347321,60.87500,63.71250
2020-01-19 03:00:00,30.1117037,61.00000,63.85741
2020-01-19 04:00:00,30.1024286,61.14286,64.21607
2020-01-19 05:00:00,30.0950370,61.27778,64.34259
2020-01-19 06:00:00,30.1040000,61.05455,64.29818
2020-01-19 07:00:00,30.1072727,62.00000,64.54000
2020-01-19 08:00:00,30.1138929,62.42857,65.91250
2020-01-19 09:00:00,30.1185893,63.48214,68.42679
2020-01-19 10:00:00,30.1188036,63.96429,70.19286
2020-01-19 11:00:00,30.0964821,64.62500,73.16607
2020-01-19 12:00:00,30.0697636,65.27273,75.11636
2020-01-19 13:00:00,30.0316071,65.26786,75.44643
2020-01-19 14:00:00,30.0001636,65.98182,76.54727
2020-01-19 15:00:00,29.9934286,66.05357,76.52857
2020-01-19 16:00:00,29.9986182,66.01818,75.41818
2020-01-19 17:00:00,30.0031786,66.57143,74.27500
2020-01-19 18:00:00,30.0115714,66.89286,73.24286
2020-01-19 19:00:00,30.0285179,67.00000,72.84643
2020-01-19 20:00:00,30.0525741,66.12963,70.78333
2020-01-19 21:00:00,30.0675893,64.23214,67.15536
2020-01-19 22:00:00,30.0824286,61.91071,64.79821
2020-01-19 23:00:00,30.0981091,54.03636,61.36909
2020-01-20 00:00:00,30.1047321,48.25000,58.82143
2020-01-20 01:00:00,30.1050714,40.33929,56.20536
2020-01-20 02:00:00,30.1079273,34.05455,52.93818
2020-01-20 03:00:00,30.1093091,32.67273,50.49273
2020-01-20 04:00:00,30.1139821,32.16071,48.23036
2020-01-20 05:00:00,30.1251786,32.05357,46.29821
2020-01-20 06:00:00,30.1416250,32.00000,44.72500
2020-01-20 07:00:00,30.1616071,32.00000,43.62143
2020-01-20 08:00:00,30.1822909,33.40000,44.45818
2020-01-20 09:00:00,30.1973036,36.82143,47.71964
2020-01-20 10:00:00,30.2001071,41.17857,51.86250
2020-01-20 11:00:00,30.1882679,45.16071,55.32857
2020-01-20 12:00:00,30.1708036,47.35714,56.74464
2020-01-20 13:00:00,30.1559643,48.76786,57.79464
2020-01-20 14:00:00,30.1510909,48.98182,57.86364
2020-01-20 15:00:00,30.1545357,49.00000,57.44464
2020-01-20 16:00:00,30.1646250,48.00000,55.70893
2020-01-20 17:00:00,30.1721176,47.27451,54.53333
2020-01-20 18:00:00,30.1884000,46.16364,52.56364
2020-01-20 19:00:00,30.2106909,44.47273,51.04182
2020-01-20 20:00:00,30.2201636,43.07273,49.83273
2020-01-20 21:00:00,30.2214182,41.92727,48.69455
2020-01-20 22:00:00,30.2163571,41.35714,47.01786
2020-01-20 23:00:00,30.2102679,41.00000,45.78393
2020-01-21 00:00:00,30.2021818,40.00000,44.79273
2020-01-21 01:00:00,30.1930909,39.00000,43.67818
2020-01-21 02:00:00,30.1805370,38.07407,42.80926
2020-01-21 03:00:00,30.1743214,37.41071,41.88571
2020-01-21 04:00:00,30.1599818,37.00000,41.46364
2020-01-21 05:00:00,30.1612000,37.03636,41.32182
2020-01-21 06:00:00,30.1711455,37.00000,41.17091
2020-01-21 07:00:00,30.1880179,37.00000,41.37679
2020-01-21 08:00:00,30.2033214,38.78571,43.64286
2020-01-21 09:00:00,30.2173750,40.85714,48.11429
2020-01-21 10:00:00,30.2225926,42.01852,51.01667
2020-01-21 11:00:00,30.2161607,41.19643,51.51607
2020-01-21 12:00:00,30.2071250,39.21429,50.98036
2020-01-21 13:00:00,30.1887222,36.83333,50.48519
2020-01-21 14:00:00,30.1752321,36.08929,48.82500
2020-01-21 15:00:00,30.1747321,34.25000,47.38750
2020-01-21 16:00:00,30.1887818,33.10909,46.29636
2020-01-21 17:00:00,30.1986000,31.80000,45.33636
2020-01-21 18:00:00,30.2109464,30.75000,44.10357
2020-01-21 19:00:00,30.2200714,26.57143,42.36964
2020-01-21 20:00:00,30.2255179,24.33929,41.19107
2020-01-21 21:00:00,30.2246964,23.42857,40.47500
2020-01-21 22:00:00,30.2120536,23.85714,39.77500
2020-01-21 23:00:00,30.1875179,24.92857,38.99821
2020-01-22 00:00:00,30.1776182,25.00000,38.21455
2020-01-22 01:00:00,30.1854107,25.00000,38.18214
2020-01-22 02:00:00,30.1876852,25.61111,38.20741
2020-01-22 03:00:00,30.1512679,25.91071,37.28214
2020-01-22 04:00:00,30.1354815,25.87037,36.81852
2020-01-22 05:00:00,30.1367143,25.46429,36.44643
2020-01-22 06:00:00,30.1444107,27.41071,37.27679
2020-01-22 07:00:00,30.1186250,39.76786,45.50893
2020-01-22 08:00:00,30.1090357,42.26786,47.32500
2020-01-22 09:00:00,30.1213636,45.87273,50.73636
2020-01-22 10:00:00,30.1323519,45.66667,50.91296
2020-01-22 11:00:00,30.1084464,45.37500,49.93929
2020-01-22 12:00:00,30.0799464,52.05357,54.81964
2020-01-22 13:00:00,30.0671111,52.96296,55.19444
2020-01-22 14:00:00,30.0659464,53.17857,55.57500
2020-01-22 15:00:00,30.0684821,53.80357,55.81250
2020-01-22 16:00:00,30.0794821,53.71429,55.55714
2020-01-22 17:00:00,30.0922143,52.94643,54.81071
2020-01-22 18:00:00,30.1058929,52.57143,54.25357
2020-01-22 19:00:00,30.1160357,53.17857,54.83571
2020-01-22 20:00:00,30.1286429,54.00000,55.74464
2020-01-22 21:00:00,30.1360714,54.82143,56.42500
2020-01-22 22:00:00,30.1325536,55.44643,57.09286
2020-01-22 23:00:00,30.1344364,53.20000,54.80000
2020-01-23 00:00:00,30.1185357,52.00000,53.38571
2020-01-23 01:00:00,30.1040556,52.00000,53.15185
2020-01-23 02:00:00,30.0843509,52.00000,53.05789
2020-01-23 03:00:00,30.0783148,52.00000,53.04444
2020-01-23 04:00:00,30.0708909,52.80000,53.78000
2020-01-23 05:00:00,30.0700893,53.98214,54.72500
2020-01-23 06:00:00,30.0766909,54.56364,55.37273
2020-01-23 07:00:00,30.0874630,55.24074,56.08704
2020-01-23 08:00:00,30.1087143,57.33929,58.02857
2020-01-23 09:00:00,30.1178545,60.10909,60.87636
2020-01-23 10:00:00,30.1351091,61.83636,63.09091
2020-01-23 11:00:00,30.1161579,62.68421,66.64386
2020-01-23 12:00:00,30.0953519,61.24074,68.73148
2020-01-23 13:00:00,30.0774364,60.21818,67.66909
2020-01-23 14:00:00,30.0658393,61.01786,67.34821
2020-01-23 15:00:00,30.0477500,60.28571,68.06071
2020-01-23 16:00:00,30.0370179,60.00000,65.71429
2020-01-23 17:00:00,30.0318364,59.05455,63.90182
2020-01-23 18:00:00,30.0511852,59.66667,63.11296
2020-01-23 19:00:00,30.0601607,59.16071,62.71429
2020-01-23 20:00:00,30.0606545,59.00000,62.05091
2020-01-23 21:00:00,30.0597679,59.00000,61.36071
2020-01-23 22:00:00,30.0636964,58.32143,60.62143
2020-01-23 23:00:00,30.0563036,58.69643,60.55179
2020-01-24 00:00:00,30.0388727,59.12727,61.17636
2020-01-24 01:00:00,30.0270179,60.00000,61.66786
2020-01-24 02:00:00,30.0171786,60.73214,62.44286
2020-01-24 03:00:00,30.0083273,61.00000,62.91455
2020-01-24 04:00:00,30.0077963,61.00000,62.83889
2020-01-24 05:00:00,30.0053636,60.72727,62.27273
2020-01-24 06:00:00,30.0236250,61.16071,62.55536
2020-01-24 07:00:00,30.0291429,62.17857,63.35893
2020-01-24 08:00:00,30.0427818,63.05455,64.05091
2020-01-24 09:00:00,30.0580714,64.26786,66.56250
2020-01-24 10:00:00,30.0640179,65.44643,70.87500
2020-01-24 11:00:00,30.0538393,66.00000,72.79464
2020-01-24 12:00:00,30.0219464,65.85714,74.54286
2020-01-24 13:00:00,29.9907679,65.35714,75.07857
2020-01-24 14:00:00,29.9763214,65.42857,75.76429
2020-01-24 15:00:00,29.9645536,64.71429,76.60179
2020-01-24 16:00:00,29.9580377,63.98113,75.82830
2020-01-24 17:00:00,29.9630893,64.03571,72.99286
2020-01-24 18:00:00,29.9790909,64.00000,68.92364
2020-01-24 19:00:00,29.9990536,64.01786,68.34821
2020-01-24 20:00:00,30.0115000,64.01786,68.68393
2020-01-24 21:00:00,30.0086607,63.00000,67.13929
2020-01-24 22:00:00,30.0124286,62.69643,65.50536
2020-01-24 23:00:00,30.0198545,61.92727,64.25455
2020-01-25 00:00:00,30.0118000,61.58182,63.81091
2020-01-25 01:00:00,30.0024643,61.01786,63.20357
2020-01-25 02:00:00,30.0054545,61.16364,62.82727
2020-01-25 03:00:00,30.0016364,60.20000,61.94909
2020-01-25 04:00:00,30.0052182,58.00000,60.34000
2020-01-25 05:00:00,30.0212000,55.52727,58.56545
2020-01-25 06:00:00,30.0390893,53.78571,56.48036
2020-01-25 07:00:00,30.0661818,53.00000,54.83455
2020-01-25 08:00:00,30.0946607,53.23214,55.31429
2020-01-25 09:00:00,30.1102143,50.69643,58.53393
2020-01-25 10:00:00,30.1225893,47.00000,61.44464
2020-01-25 11:00:00,30.1122545,42.85455,63.96000
2020-01-25 12:00:00,30.0837273,41.43636,65.89636
2020-01-25 13:00:00,30.0546727,40.10909,66.98364
2020-01-25 14:00:00,30.0271250,41.25000,67.53929
2020-01-25 15:00:00,30.0204821,40.57143,67.83929
2020-01-25 16:00:00,30.0297963,39.03704,67.32037
2020-01-25 17:00:00,30.0338909,45.40000,63.79273
2020-01-25 18:00:00,30.0443889,50.51852,59.65185
2020-01-25 19:00:00,30.0595714,50.23214,58.14464
2020-01-25 20:00:00,30.0695636,49.23636,55.61818
2020-01-25 21:00:00,30.0809455,45.40000,55.02182
2020-01-25 22:00:00,30.0990714,42.07143,54.02500
2020-01-25 23:00:00,30.1030536,42.85714,52.36071
2020-01-26 00:00:00,30.1031607,43.85714,51.11071
2020-01-26 01:00:00,30.1065000,44.00000,49.55714
2020-01-26 02:00:00,30.0990182,43.89091,48.62182
2020-01-26 03:00:00,30.0972500,43.44643,48.01429
2020-01-26 04:00:00,30.0850909,42.87273,47.57818
2020-01-26 05:00:00,30.0819464,42.00000,47.01071
2020-01-26 06:00:00,30.0825818,42.00000,46.89818
2020-01-26 07:00:00,30.1119107,41.33929,46.45714
2020-01-26 08:00:00,30.1165179,42.19643,48.39821
2020-01-26 09:00:00,30.1200179,42.37500,53.34286
2020-01-26 10:00:00,30.1255357,41.91071,57.01786
2020-01-26 11:00:00,30.1266545,41.81818,59.43455
2020-01-26 12:00:00,30.1022545,41.52727,61.56000
2020-01-26 13:00:00,30.0712679,41.66071,63.26607
2020-01-26 14:00:00,30.0384643,47.17857,61.84643
2020-01-26 15:00:00,30.0226786,47.82143,61.57857
2020-01-26 16:00:00,30.0210000,47.08929,61.59464
2020-01-26 17:00:00,30.0293036,46.55357,60.40893
2020-01-26 18:00:00,30.0428571,47.55357,58.85000
2020-01-26 19:00:00,30.0487321,48.19643,58.53393
2020-01-26 20:00:00,30.0539107,49.08929,58.25714
2020-01-26 21:00:00,30.0384643,49.08929,57.19821
2020-01-26 22:00:00,30.0349107,49.67857,56.80357
2020-01-26 23:00:00,30.0305714,49.67857,57.04286
2020-01-27 00:00:00,30.0164107,49.80357,56.67321
2020-01-27 01:00:00,29.9879643,49.19643,56.26429
